speaker,condition,split,source_file,fragment_id,position_index,vad_region_index,start_sample,end_sample,start_time,end_time,duration,true_length,padded_length,padding_ratio,raw_file,tensor_file,total_fragments,relative_position
s2,noisy,train,s2_noisy_02.wav,11,11,0,32256,36864,2.016,2.304,0.288,4608,6336,0.2727272727272727,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_011.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_011.npy,15,0.7857142857142857
s2,noisy,train,s2_noisy_02.wav,12,12,0,36864,39296,2.304,2.456,0.152,2432,6336,0.6161616161616161,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_012.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_012.npy,15,0.8571428571428571
s2,noisy,train,s2_noisy_02.wav,13,13,0,39296,41472,2.456,2.592,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_013.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_013.npy,15,0.9285714285714286
s2,noisy,train,s2_noisy_02.wav,14,14,0,41472,47325,2.592,2.9578125,0.3658125,5853,6336,0.07623106060606055,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\raw\fragment_014.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_02\padded\fragment_014.npy,15,1.0
s2,noisy,train,s2_noisy_03.wav,0,0,0,3072,5760,0.192,0.36,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\padded\fragment_000.npy,9,0.0
s2,noisy,train,s2_noisy_03.wav,1,1,0,5760,9600,0.36,0.6,0.24,3840,6336,0.3939393939393939,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\padded\fragment_001.npy,9,0.125
s2,noisy,train,s2_noisy_03.wav,2,2,0,9600,10880,0.6,0.68,0.08,1280,6336,0.797979797979798,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\padded\fragment_002.npy,9,0.25
s2,noisy,train,s2_noisy_03.wav,3,3,0,10880,14592,0.68,0.912,0.232,3712,6336,0.41414141414141414,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\padded\fragment_003.npy,9,0.375
s2,noisy,train,s2_noisy_03.wav,4,4,0,14592,18688,0.912,1.168,0.256,4096,6336,0.3535353535353535,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\padded\fragment_004.npy,9,0.5
s2,noisy,train,s2_noisy_03.wav,5,5,0,18688,21376,1.168,1.336,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\padded\fragment_005.npy,9,0.625
s2,noisy,train,s2_noisy_03.wav,6,6,0,21376,25088,1.336,1.568,0.232,3712,6336,0.41414141414141414,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\padded\fragment_006.npy,9,0.75
s2,noisy,train,s2_noisy_03.wav,7,7,0,25088,28416,1.568,1.776,0.208,3328,6336,0.4747474747474747,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\padded\fragment_007.npy,9,0.875
s2,noisy,train,s2_noisy_03.wav,8,8,0,28416,35328,1.776,2.208,0.432,6912,6336,-0.09090909090909083,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_03\padded\fragment_008.npy,9,1.0
s2,noisy,train,s2_noisy_04.wav,0,0,0,3072,9600,0.192,0.6,0.408,6528,6336,-0.030303030303030276,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\padded\fragment_000.npy,10,0.0
s2,noisy,train,s2_noisy_04.wav,1,1,0,9600,13184,0.6,0.824,0.224,3584,6336,0.43434343434343436,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\padded\fragment_001.npy,10,0.1111111111111111
s2,noisy,train,s2_noisy_04.wav,2,2,0,13184,14592,0.824,0.912,0.088,1408,6336,0.7777777777777778,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\padded\fragment_002.npy,10,0.2222222222222222
s2,noisy,train,s2_noisy_04.wav,3,3,0,14592,19328,0.912,1.208,0.296,4736,6336,0.2525252525252525,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\padded\fragment_003.npy,10,0.3333333333333333
s2,noisy,train,s2_noisy_04.wav,4,4,0,19328,21376,1.208,1.336,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\padded\fragment_004.npy,10,0.4444444444444444
s2,noisy,train,s2_noisy_04.wav,5,5,0,21376,25216,1.336,1.576,0.24,3840,6336,0.3939393939393939,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\padded\fragment_005.npy,10,0.5555555555555556
s2,noisy,train,s2_noisy_04.wav,6,6,0,25216,32128,1.576,2.008,0.432,6912,6336,-0.09090909090909083,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\padded\fragment_006.npy,10,0.6666666666666666
s2,noisy,train,s2_noisy_04.wav,7,7,0,32128,34176,2.008,2.136,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\padded\fragment_007.npy,10,0.7777777777777778
s2,noisy,train,s2_noisy_04.wav,8,8,0,34176,36992,2.136,2.312,0.176,2816,6336,0.5555555555555556,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\padded\fragment_008.npy,10,0.8888888888888888
s2,noisy,train,s2_noisy_04.wav,9,9,0,36992,42752,2.312,2.672,0.36,5760,6336,0.09090909090909094,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_04\padded\fragment_009.npy,10,1.0
s2,noisy,train,s2_noisy_05.wav,0,0,0,3072,8448,0.192,0.528,0.336,5376,6336,0.1515151515151515,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_000.npy,15,0.0
s2,noisy,train,s2_noisy_05.wav,1,1,0,8448,9856,0.528,0.616,0.088,1408,6336,0.7777777777777778,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_001.npy,15,0.07142857142857142
s2,noisy,train,s2_noisy_05.wav,2,2,0,9856,12928,0.616,0.808,0.192,3072,6336,0.5151515151515151,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_002.npy,15,0.14285714285714285
s2,noisy,train,s2_noisy_05.wav,3,3,0,12928,16640,0.808,1.04,0.232,3712,6336,0.41414141414141414,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_003.npy,15,0.21428571428571427
s2,noisy,train,s2_noisy_05.wav,4,4,0,16640,19200,1.04,1.2,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_004.npy,15,0.2857142857142857
s2,noisy,train,s2_noisy_05.wav,5,5,0,19200,22400,1.2,1.4,0.2,3200,6336,0.4949494949494949,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_005.npy,15,0.35714285714285715
s2,noisy,train,s2_noisy_05.wav,6,6,0,22400,24576,1.4,1.536,0.136,2176,6336,0.6565656565656566,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_006.npy,15,0.42857142857142855
s2,noisy,train,s2_noisy_05.wav,7,7,0,24576,28288,1.536,1.768,0.232,3712,6336,0.41414141414141414,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_007.npy,15,0.5
s2,noisy,train,s2_noisy_05.wav,8,8,0,28288,30592,1.768,1.912,0.144,2304,6336,0.6363636363636364,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_008.npy,15,0.5714285714285714
s2,noisy,train,s2_noisy_05.wav,9,9,0,30592,34304,1.912,2.144,0.232,3712,6336,0.41414141414141414,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_009.npy,15,0.6428571428571429
s2,noisy,train,s2_noisy_05.wav,10,10,0,34304,37120,2.144,2.32,0.176,2816,6336,0.5555555555555556,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_010.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_010.npy,15,0.7142857142857143
s2,noisy,train,s2_noisy_05.wav,11,11,0,37120,41472,2.32,2.592,0.272,4352,6336,0.31313131313131315,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_011.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_011.npy,15,0.7857142857142857
s2,noisy,train,s2_noisy_05.wav,12,12,0,41472,43904,2.592,2.744,0.152,2432,6336,0.6161616161616161,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_012.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_012.npy,15,0.8571428571428571
s2,noisy,train,s2_noisy_05.wav,13,13,0,43904,48768,2.744,3.048,0.304,4864,6336,0.23232323232323238,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_013.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_013.npy,15,0.9285714285714286
s2,noisy,train,s2_noisy_05.wav,14,14,0,48768,52736,3.048,3.296,0.248,3968,6336,0.3737373737373737,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\raw\fragment_014.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_05\padded\fragment_014.npy,15,1.0
s2,noisy,train,s2_noisy_06.wav,0,0,0,3584,8960,0.224,0.56,0.336,5376,6336,0.1515151515151515,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\padded\fragment_000.npy,11,0.0
s2,noisy,train,s2_noisy_06.wav,1,1,0,8960,13440,0.56,0.84,0.28,4480,6336,0.29292929292929293,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\padded\fragment_001.npy,11,0.1
s2,noisy,train,s2_noisy_06.wav,2,2,0,13440,16640,0.84,1.04,0.2,3200,6336,0.4949494949494949,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\padded\fragment_002.npy,11,0.2
s2,noisy,train,s2_noisy_06.wav,3,3,0,16640,19200,1.04,1.2,0.16,2560,6336,0.595959595959596,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\padded\fragment_003.npy,11,0.3
s2,noisy,train,s2_noisy_06.wav,4,4,0,19200,21632,1.2,1.352,0.152,2432,6336,0.6161616161616161,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\padded\fragment_004.npy,11,0.4
s2,noisy,train,s2_noisy_06.wav,5,5,0,21632,25600,1.352,1.6,0.248,3968,6336,0.3737373737373737,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\padded\fragment_005.npy,11,0.5
s2,noisy,train,s2_noisy_06.wav,6,6,0,25600,30720,1.6,1.92,0.32,5120,6336,0.19191919191919193,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\padded\fragment_006.npy,11,0.6
s2,noisy,train,s2_noisy_06.wav,7,7,0,30720,32768,1.92,2.048,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\padded\fragment_007.npy,11,0.7
s2,noisy,train,s2_noisy_06.wav,8,8,0,32768,34304,2.048,2.144,0.096,1536,6336,0.7575757575757576,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\padded\fragment_008.npy,11,0.8
s2,noisy,train,s2_noisy_06.wav,9,9,0,34304,35968,2.144,2.248,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\raw\fragment_009.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\padded\fragment_009.npy,11,0.9
s2,noisy,train,s2_noisy_06.wav,10,10,0,35968,38656,2.248,2.416,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\raw\fragment_010.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_06\padded\fragment_010.npy,11,1.0
s2,noisy,train,s2_noisy_07.wav,0,0,0,3200,8064,0.2,0.504,0.304,4864,6336,0.23232323232323238,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\padded\fragment_000.npy,7,0.0
s2,noisy,train,s2_noisy_07.wav,1,1,0,8064,9728,0.504,0.608,0.104,1664,6336,0.7373737373737373,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\padded\fragment_001.npy,7,0.16666666666666666
s2,noisy,train,s2_noisy_07.wav,2,2,0,9728,11264,0.608,0.704,0.096,1536,6336,0.7575757575757576,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\padded\fragment_002.npy,7,0.3333333333333333
s2,noisy,train,s2_noisy_07.wav,3,3,0,11264,14592,0.704,0.912,0.208,3328,6336,0.4747474747474747,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\padded\fragment_003.npy,7,0.5
s2,noisy,train,s2_noisy_07.wav,4,4,0,14592,17408,0.912,1.088,0.176,2816,6336,0.5555555555555556,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\padded\fragment_004.npy,7,0.6666666666666666
s2,noisy,train,s2_noisy_07.wav,5,5,0,17408,18816,1.088,1.176,0.088,1408,6336,0.7777777777777778,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\padded\fragment_005.npy,7,0.8333333333333334
s2,noisy,train,s2_noisy_07.wav,6,6,0,18816,24576,1.176,1.536,0.36,5760,6336,0.09090909090909094,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_07\padded\fragment_006.npy,7,1.0
s2,noisy,train,s2_noisy_08.wav,0,0,0,2560,9472,0.16,0.592,0.432,6912,6336,-0.09090909090909083,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\padded\fragment_000.npy,9,0.0
s2,noisy,train,s2_noisy_08.wav,1,1,0,9472,14464,0.592,0.904,0.312,4992,6336,0.21212121212121215,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\padded\fragment_001.npy,9,0.125
s2,noisy,train,s2_noisy_08.wav,2,2,0,14464,18176,0.904,1.136,0.232,3712,6336,0.41414141414141414,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\padded\fragment_002.npy,9,0.25
s2,noisy,train,s2_noisy_08.wav,3,3,0,18176,21376,1.136,1.336,0.2,3200,6336,0.4949494949494949,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\padded\fragment_003.npy,9,0.375
s2,noisy,train,s2_noisy_08.wav,4,4,0,21376,22912,1.336,1.432,0.096,1536,6336,0.7575757575757576,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\padded\fragment_004.npy,9,0.5
s2,noisy,train,s2_noisy_08.wav,5,5,0,22912,26368,1.432,1.648,0.216,3456,6336,0.4545454545454546,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\padded\fragment_005.npy,9,0.625
s2,noisy,train,s2_noisy_08.wav,6,6,0,26368,29952,1.648,1.872,0.224,3584,6336,0.43434343434343436,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\padded\fragment_006.npy,9,0.75
s2,noisy,train,s2_noisy_08.wav,7,7,0,29952,35840,1.872,2.24,0.368,5888,6336,0.07070707070707072,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\padded\fragment_007.npy,9,0.875
s2,noisy,train,s2_noisy_08.wav,8,8,0,35840,37376,2.24,2.336,0.096,1536,6336,0.7575757575757576,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\speaker_2\s2_noisy_08\padded\fragment_008.npy,9,1.0
s1,clean,test,s1_test_clean.wav,0,0,0,5632,8320,0.352,0.52,0.168,2688,6336,0.5757575757575757,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\padded\fragment_000.npy,9,0.0
s1,clean,test,s1_test_clean.wav,1,1,0,8320,12288,0.52,0.768,0.248,3968,6336,0.3737373737373737,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\raw\fragment_001.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\padded\fragment_001.npy,9,0.125
s1,clean,test,s1_test_clean.wav,2,2,0,12288,15616,0.768,0.976,0.208,3328,6336,0.4747474747474747,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\raw\fragment_002.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\padded\fragment_002.npy,9,0.25
s1,clean,test,s1_test_clean.wav,3,3,0,15616,17920,0.976,1.12,0.144,2304,6336,0.6363636363636364,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\raw\fragment_003.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\padded\fragment_003.npy,9,0.375
s1,clean,test,s1_test_clean.wav,4,4,0,17920,21120,1.12,1.32,0.2,3200,6336,0.4949494949494949,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\raw\fragment_004.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\padded\fragment_004.npy,9,0.5
s1,clean,test,s1_test_clean.wav,5,5,0,21120,26368,1.32,1.648,0.328,5248,6336,0.1717171717171717,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\raw\fragment_005.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\padded\fragment_005.npy,9,0.625
s1,clean,test,s1_test_clean.wav,6,6,0,26368,28288,1.648,1.768,0.12,1920,6336,0.696969696969697,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\raw\fragment_006.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\padded\fragment_006.npy,9,0.75
s1,clean,test,s1_test_clean.wav,7,7,0,28288,30336,1.768,1.896,0.128,2048,6336,0.6767676767676767,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\raw\fragment_007.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\padded\fragment_007.npy,9,0.875
s1,clean,test,s1_test_clean.wav,8,8,0,30336,34816,1.896,2.176,0.28,4480,6336,0.29292929292929293,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\raw\fragment_008.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s1_test_clean\padded\fragment_008.npy,9,1.0
s2,noisy,test,s2_test_noisy.wav,0,0,0,3072,5504,0.192,0.344,0.152,2432,6336,0.6161616161616161,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\raw\fragment_000.wav,d:\IITG\Projects\audio_factor_disentanglement_v2\data\fragments\test_samples\s2_test_noisy\padded\fragment_000.npy,12,0.0
